"","CD_C1_H.Gene","CD_C1_H.CD_C1_H","CD_C2_H.CD_C2_H","CD_C3_H.CD_C3_H","CD_HS1_H.CD_HS1_H","CD_HS2_H.CD_HS2_H","CD_HS3_H.CD_HS3_H"
"13716","LOC119567480",0,0,0,0,0,0
"13717","LOC119567481",0,0,0,0,0,0
"13718","LOC119567482",0,113,0,0,0,15
"13719","LOC119567483",0,0,0,0,0,0
"13720","LOC119567485",0,0,0,0,0,0
"13721","LOC119567486",0,0,0,0,0,0
"13722","LOC119567487",0,0,0,0,0,0
"13723","LOC119567488",0,0,0,0,0,0
"13724","LOC119567489",0,0,0,0,0,2
"13725","LOC119567490",0,0,0,0,0,0
"13726","LOC119567491",0,74,0,0,0,0
"13727","LOC119567492",1,290,5,0,0,16
"13728","LOC119567494",0,0,0,0,0,0
"13729","LOC119567495",0,59,0,3,0,3
"13730","LOC119567496",0,141,0,0,2,3
"13731","LOC119567497",0,0,0,0,0,0
"13732","LOC119567498",0,0,0,0,0,0
"13733","LOC119567500",0,10,0,0,0,0
"13734","LOC119567502",0,5,0,0,4,0
"13735","LOC119567505",2,503,18,25,21,23
"13736","LOC119567507",0,0,0,0,0,0
"13737","LOC119567509",0,13,0,0,0,0
"13738","LOC119567511",0,0,0,0,0,0
"13739","LOC119567512",0,0,0,0,0,0
"13740","LOC119567513",0,145,0,0,3,5
"13741","LOC119567515",0,0,0,0,0,0
"13742","LOC119567517",0,0,0,0,0,0
"13743","LOC119567518",0,49,0,0,0,0
"13744","LOC119567519",0,0,0,0,0,0
"13745","LOC119567520",0,0,0,0,0,0
"13746","LOC119567526",0,0,0,0,0,0
"13747","LOC119567528",0,0,0,0,0,0
"13748","LOC119567529",0,0,0,0,0,0
"13749","LOC119567531",0,0,0,0,0,0
"13750","LOC119567532",0,0,0,0,0,0
"13751","LOC119567533",0,0,0,0,0,0
"13752","LOC119567534",0,97,0,0,1,2
"13753","LOC119567537",0,0,0,0,0,0
"13754","LOC119567538",0,0,0,0,0,0
"13755","LOC119567543",0,0,0,0,0,0
"13756","LOC119567545",0,0,0,0,0,0
"13757","LOC119567547",0,0,0,0,0,0
"13758","LOC119567550",0,0,0,0,0,0
"13759","LOC119567551",0,0,0,0,0,0
"13760","LOC119567553",0,122,0,25,0,4
"13761","LOC119567554",0,0,0,0,0,0
"13762","LOC119567557",0,0,0,0,0,0
"13763","LOC119567558",0,2,0,0,0,0
"13764","LOC119567559",0,27,0,0,0,0
"13765","LOC119567561",0,0,0,0,0,0
"13766","LOC119567562",0,0,0,0,0,0
"13767","LOC119567563",0,0,0,0,0,0
"13768","LOC119567566",0,0,0,0,0,0
"13769","LOC119567567",0,0,0,0,0,0
"13770","LOC119567575",0,39,7,0,4,3
"13771","LOC119567576",0,0,0,0,0,0
"13772","LOC119567577",0,222,4,8,0,3
"13773","LOC119567578",0,40,0,0,0,0
"13774","LOC119567582",0,0,0,0,0,0
"13775","LOC119567583",0,0,0,0,0,2
"13776","LOC119567584",0,6,0,0,0,0
"13777","LOC119567587",11,706,0,2,11,45
"13778","LOC119567591",0,88,0,0,0,0
"13779","LOC119567593",0,0,0,0,0,0
"13780","LOC119567594",0,0,0,0,0,0
"13781","LOC119567596",0,2,0,0,0,0
"13782","LOC119567603",0,0,0,0,0,0
"13783","LOC119567605",0,80,0,0,0,0
"13784","LOC119567606",0,41,0,0,0,0
"13785","LOC119567607",0,0,0,0,0,0
"13786","LOC119567608",0,0,0,0,0,0
"13787","LOC119567609",0,0,0,0,0,0
"13788","LOC119567610",0,0,0,0,0,0
"13789","LOC119567611",0,0,0,0,0,0
"13790","LOC119567612",0,0,0,0,0,0
"13791","LOC119567613",0,0,0,0,0,0
"13792","LOC119567615",0,14,0,0,0,0
"13793","LOC119567616",0,0,0,0,0,0
"13794","LOC119567617",0,0,0,0,0,0
"13795","LOC119567619",0,0,0,0,0,0
"13796","LOC119567620",0,0,0,0,0,0
"13797","LOC119567621",0,0,0,0,0,0
"13798","LOC119567623",0,0,2,0,0,0
"13799","LOC119567624",0,0,0,0,0,0
"13800","LOC119567628",0,0,0,0,0,0
"13801","LOC119567629",0,0,0,0,0,0
"13802","LOC119567630",0,0,0,0,0,10
"13803","LOC119567633",0,0,0,0,0,0
"13804","LOC119567635",0,0,0,0,0,0
"13805","LOC119567636",0,0,0,0,0,0
"13806","LOC119567637",0,0,0,0,0,0
"13807","LOC119567641",0,0,0,0,0,0
"13808","LOC119567642",0,0,0,0,0,0
"13809","LOC119567643",0,0,0,0,0,0
"13810","LOC119567644",0,0,0,0,0,0
"13811","LOC119567645",0,1,0,0,0,0
"13812","LOC119567646",0,0,0,0,0,0
"13813","LOC119567648",0,0,0,0,0,0
"13814","LOC119567649",0,0,0,0,0,0
"13815","LOC119567650",0,0,0,0,0,0
"13816","LOC119567651",0,0,0,0,0,0
"13817","LOC119567653",0,0,0,0,0,0
"13818","LOC119567654",0,0,0,0,0,0
"13819","LOC119567657",0,11,0,0,0,0
"13820","LOC119567659",0,0,0,0,0,0
"13821","LOC119567660",0,0,0,0,0,0
"13822","LOC119567661",0,0,0,0,0,0
"13823","LOC119567662",0,0,0,0,0,0
"13824","LOC119567663",0,0,0,0,0,0
"13825","LOC119567665",0,0,0,0,0,0
"13826","LOC119567670",0,0,0,0,0,0
"13827","LOC119567671",0,0,0,0,0,0
"13828","LOC119567672",0,0,0,0,0,0
"13829","LOC119567673",0,0,0,0,0,0
"13830","LOC119567674",0,87,1,0,5,0
"13831","LOC119567675",0,0,0,0,0,0
"13832","LOC119567676",0,0,0,0,0,0
"13833","LOC119567679",0,0,0,0,0,0
"13834","LOC119567686",0,0,0,0,0,0
"13835","LOC119567687",0,0,0,0,0,0
"13836","LOC119567689",0,0,0,0,0,0
"13837","LOC119567690",0,0,0,0,0,0
"13838","LOC119567692",2,144,7,31,0,1
"13839","LOC119567693",2,89,0,0,1,2
"13840","LOC119567694",0,0,0,0,0,0
"13841","LOC119567695",0,56,0,0,0,0
"13842","LOC119567696",0,0,0,0,0,0
"13843","LOC119567697",0,0,0,0,0,0
"13844","LOC119567698",0,0,0,0,0,0
"13845","LOC119567699",0,38,0,0,0,0
"13846","LOC119567701",3,372,0,0,2,3
"13847","LOC119567702",0,68,0,0,0,0
"13848","LOC119567704",0,234,0,9,0,7
"13849","LOC119567705",0,0,0,0,0,0
"13850","LOC119567706",0,20,0,0,3,0
"13851","LOC119567707",0,55,0,0,0,0
"13852","LOC119567708",0,41,0,0,4,6
"13853","LOC119567709",0,171,5,1,0,2
"13854","LOC119567710",1,83,0,0,0,1
"13855","LOC119567711",0,1,0,0,0,0
"13856","LOC119567713",0,127,0,0,0,11
"13857","LOC119567714",0,0,0,0,0,0
"13858","LOC119567716",0,120,0,0,0,0
"13859","LOC119567717",0,0,0,0,0,0
"13860","LOC119567718",0,0,0,0,0,0
"13861","LOC119567719",0,0,0,0,0,0
"13862","LOC119567721",0,0,0,0,0,0
"13863","LOC119567723",0,0,0,0,0,0
"13864","LOC119567724",0,0,0,0,0,0
"13865","LOC119567726",0,0,0,0,0,0
"13866","LOC119567727",0,0,0,0,0,0
"13867","LOC119567728",0,0,0,0,0,0
"13868","LOC119567729",0,44,0,0,2,2
"13869","LOC119567730",0,0,0,0,0,0
"13870","LOC119567731",0,0,0,0,0,0
"13871","LOC119567732",0,0,0,0,0,0
"13872","LOC119567737",0,0,0,0,0,0
"13873","LOC119567738",0,13,0,0,0,0
"13874","LOC119567739",0,0,0,0,0,0
"13875","LOC119567742",0,0,0,0,0,0
"13876","LOC119567745",0,0,0,0,0,0
"13877","LOC119567746",0,4,0,0,0,0
"13878","LOC119567747",0,0,0,0,0,0
"13879","LOC119567748",0,0,0,0,0,0
"13880","LOC119567749",2,160,0,0,1,0
"13881","LOC119567750",0,38,0,0,0,0
"13882","LOC119567751",0,1,0,0,0,0
"13883","LOC119567753",0,0,0,0,0,0
"13884","LOC119567754",0,0,0,0,0,0
"13885","LOC119567755",0,0,0,0,0,0
"13886","LOC119567756",0,0,0,0,0,0
"13887","LOC119567758",0,0,0,0,0,0
"13888","LOC119567759",0,0,0,0,0,0
"13889","LOC119567761",0,4,0,0,0,1
"13890","LOC119567762",0,0,0,0,0,0
"13891","LOC119567764",0,0,0,0,0,0
"13892","LOC119567766",0,0,0,0,0,1
"13893","LOC119567767",0,0,0,0,0,0
"13894","LOC119567769",1,4,0,0,1,0
"13895","LOC119567770",0,1,0,0,1,0
"13896","LOC119567771",2,48,0,0,1,1
"13897","LOC119567772",0,4,0,0,0,0
"13898","LOC119567773",0,0,0,0,0,0
"13899","LOC119567774",0,0,0,0,0,0
"13900","LOC119567775",0,0,0,0,3,0
"13901","LOC119567776",0,0,0,0,0,0
"13902","LOC119567777",0,38,0,10,0,0
"13903","LOC119567778",2,0,0,0,0,0
"13904","LOC119567783",0,0,0,0,0,0
"13905","LOC119567784",0,0,0,0,0,0
"13906","LOC119567785",0,86,0,0,2,8
"13907","LOC119567786",0,67,0,13,3,4
"13908","LOC119567789",0,77,0,0,0,0
"13909","LOC119567790",0,0,0,0,0,0
"13910","LOC119567791",0,0,0,0,0,0
"13911","LOC119567796",0,0,0,0,0,0
"13912","LOC119567799",0,19,0,0,0,0
"13913","LOC119567801",1,24,0,0,0,8
"13914","LOC119567802",0,0,0,0,0,0
"13915","LOC119567803",0,0,0,0,0,0
"13916","LOC119567804",0,0,0,0,0,0
"13917","LOC119567806",0,0,0,0,0,0
"13918","LOC119567807",0,0,0,0,0,0
"13919","LOC119567808",0,0,0,0,0,0
"13920","LOC119567809",0,0,0,0,0,0
"13921","LOC119567810",0,0,0,0,0,0
"13922","LOC119567811",0,0,0,0,0,0
"13923","LOC119567815",0,0,0,0,0,0
"13924","LOC119567816",0,0,0,0,0,0
"13925","LOC119567817",0,0,0,0,0,0
"13926","LOC119567819",0,0,0,0,0,0
"13927","LOC119567820",0,0,0,0,0,0
"13928","LOC119567821",0,0,0,0,0,0
"13929","LOC119567822",0,0,0,0,0,0
"13930","LOC119567823",0,0,0,0,0,0
"13931","LOC119567824",0,0,0,0,0,0
"13932","LOC119567827",0,0,0,0,0,0
"13933","LOC119567828",0,0,0,0,0,0
"13934","LOC119567829",0,0,0,0,0,0
"13935","LOC119567831",0,0,0,0,0,0
"13936","LOC119567832",0,0,0,0,0,0
"13937","LOC119567833",0,43,0,0,0,0
"13938","LOC119567834",0,0,0,0,0,0
"13939","LOC119567836",0,0,0,0,0,0
"13940","LOC119567837",0,126,0,0,1,1
"13941","LOC119567839",0,0,0,0,0,0
"13942","LOC119567843",0,0,0,0,0,0
"13943","LOC119567844",0,119,0,0,0,2
"13944","LOC119567846",0,0,0,0,0,0
"13945","LOC119567849",0,0,0,0,0,0
"13946","LOC119567851",0,0,0,0,0,0
"13947","LOC119567853",0,0,0,0,0,0
"13948","LOC119567856",0,0,0,0,0,0
"13949","LOC119567857",0,0,0,0,0,0
"13950","LOC119567858",0,0,0,0,0,0
"13951","LOC119567862",0,0,0,0,0,0
"13952","LOC119567863",0,0,0,0,0,0
"13953","LOC119567865",0,0,0,0,0,0
"13954","LOC119567866",0,0,0,0,0,0
"13955","LOC119567868",0,0,0,0,0,0
"13956","LOC119567870",0,0,0,0,3,0
"13957","LOC119567871",0,0,0,0,0,0
"13958","LOC119567872",0,0,0,0,0,0
"13959","LOC119567873",0,0,0,0,0,0
"13960","LOC119567874",0,0,0,0,0,0
"13961","LOC119567875",0,0,0,0,0,0
"13962","LOC119567876",0,0,0,0,0,0
"13963","LOC119567877",0,0,0,0,0,0
"13964","LOC119567880",0,0,0,0,0,0
"13965","LOC119567881",0,0,0,0,0,0
"13966","LOC119567882",0,0,0,0,0,0
"13967","LOC119567885",0,0,0,0,0,0
"13968","LOC119567887",0,0,0,0,0,0
"13969","LOC119567888",0,0,0,0,0,0
"13970","LOC119567890",0,0,0,0,0,0
"13971","LOC119567891",0,0,0,0,0,2
"13972","LOC119567894",0,0,0,0,0,0
"13973","LOC119567895",0,0,0,0,0,0
"13974","LOC119567896",0,0,0,0,0,0
"13975","LOC119567898",0,0,0,0,0,0
"13976","LOC119567900",1,888,0,26,6,17
"13977","LOC119567901",0,0,0,0,0,0
"13978","LOC119567904",0,0,0,0,0,0
"13979","LOC119567905",0,102,0,0,2,0
"13980","LOC119567906",0,0,0,0,0,0
"13981","LOC119567908",0,0,0,0,0,0
"13982","LOC119567909",0,0,0,0,0,0
"13983","LOC119567910",0,0,0,0,0,0
"13984","LOC119567911",0,0,0,0,0,0
"13985","LOC119567913",0,0,0,0,0,0
"13986","LOC119567914",0,0,0,0,0,0
"13987","LOC119567917",0,0,0,0,0,0
"13988","LOC119567918",0,0,0,0,0,0
"13989","LOC119567921",0,0,0,0,0,0
"13990","LOC119567922",0,0,0,0,0,0
"13991","LOC119567923",0,0,0,0,0,0
"13992","LOC119567924",0,0,0,0,0,0
"13993","LOC119567925",0,0,0,0,0,0
"13994","LOC119567926",0,0,0,0,0,0
"13995","LOC119567928",0,0,0,0,0,0
"13996","LOC119567929",0,0,0,0,0,0
"13997","LOC119567930",0,111,0,0,4,4
"13998","LOC119567931",12,454,0,15,1,28
"13999","LOC119567933",0,0,0,0,0,0
"14000","LOC119567934",0,0,0,0,0,0
"14001","LOC119567935",0,0,0,0,0,0
"14002","LOC119567936",0,0,0,0,0,0
"14003","LOC119567937",0,0,0,0,0,0
"14004","LOC119567938",0,0,0,0,0,0
"14005","LOC119567940",0,0,0,0,0,0
"14006","LOC119567942",0,0,0,0,0,0
"14007","LOC119567943",0,0,0,0,0,0
"14008","LOC119567944",0,0,0,0,0,0
"14009","LOC119567945",0,0,0,0,0,0
"14010","LOC119567946",0,0,0,0,0,0
"14011","LOC119567947",38,3740,63,63,42,152
"14012","LOC119567948",0,0,0,0,0,0
"14013","LOC119567949",0,0,0,0,0,0
"14014","LOC119567951",0,0,0,0,0,0
"14015","LOC119567953",0,0,0,0,0,0
"14016","LOC119567954",0,0,0,0,0,0
"14017","LOC119567956",0,0,0,0,0,0
"14018","LOC119567957",0,0,0,0,0,0
"14019","LOC119567959",0,0,0,0,0,0
"14020","LOC119567960",0,0,0,0,0,0
"14021","LOC119567961",0,0,0,0,0,0
"14022","LOC119567962",0,0,0,0,0,0
"14023","LOC119567963",0,0,0,0,0,0
"14024","LOC119567965",1,0,0,0,0,0
"14025","LOC119567966",0,0,0,0,0,0
"14026","LOC119567967",0,0,0,0,0,0
"14027","LOC119567970",0,0,0,0,0,0
"14028","LOC119567971",0,0,0,0,0,0
"14029","LOC119567972",0,0,0,0,0,0
"14030","LOC119567975",0,0,0,0,0,0
"14031","LOC119567976",0,0,0,0,0,0
"14032","LOC119567977",0,0,0,0,0,0
"14033","LOC119567978",0,0,0,0,0,0
"14034","LOC119567982",0,0,0,0,0,0
"14035","LOC119567984",0,0,0,0,0,0
"14036","LOC119567985",0,0,0,0,0,0
"14037","LOC119567986",0,0,0,0,0,0
"14038","LOC119567989",0,0,0,0,0,0
"14039","LOC119568001",0,0,0,0,0,0
"14040","LOC119568004",0,0,0,0,0,0
"14041","LOC119568008",0,0,0,0,0,0
"14042","LOC119568011",0,0,0,0,0,0
"14043","LOC119568016",0,0,0,0,0,0
"14044","LOC119568020",0,421,0,0,0,6
"14045","LOC122461303",0,0,0,0,0,0
"14046","LOC122461305",0,0,0,0,0,0
"14047","LOC122461306",0,0,0,0,0,0
"14048","LOC122461310",0,20,0,0,3,0
"14049","LOC122461312",0,0,0,0,0,0
"14050","LOC122461315",39,927,11,88,16,59
"14051","LOC122461316",0,0,0,0,0,0
"14052","LOC122461317",0,52,0,0,4,0
"14053","LOC122461320",0,1,0,0,0,2
"14054","LOC122461321",0,0,0,0,0,0
"14055","LOC122461322",1,77,0,0,0,6
"14056","LOC122461323",0,138,0,0,9,11
"14057","LOC122461327",0,0,0,0,0,0
"14058","LOC122461329",0,0,0,0,0,0
"14059","LOC122461330",0,0,0,0,0,0
"14060","LOC122461333",0,17,0,1,1,7
"14061","LOC122461335",1,68,0,1,4,9
"14062","LOC122461336",0,0,0,0,0,0
"14063","LOC122461338",0,377,15,0,0,11
"14064","LOC122461340",0,0,0,9,0,0
"14065","LOC122461341",7,240,0,0,0,0
"14066","LOC122461342",0,0,0,0,0,0
"14067","LOC122461343",0,0,0,0,0,0
"14068","LOC122461344",0,0,0,0,0,0
"14069","LOC122461345",0,0,0,0,0,0
"14070","LOC122461346",0,0,0,0,0,0
"14071","LOC122461347",0,27,0,0,0,0
"14072","LOC122461348",0,0,0,0,0,1
"14073","LOC122461349",0,0,0,0,0,0
"14074","LOC122461350",0,0,0,0,0,0
"14075","LOC122461351",0,0,0,0,0,0
"14076","LOC122461352",0,0,0,0,0,0
"14077","LOC122461353",0,3,0,0,0,0
"14078","LOC122461354",0,0,0,0,0,0
"14079","LOC122461356",0,0,0,0,0,0
"14080","LOC122461358",0,38,0,0,0,0
"14081","LOC122461359",0,0,0,0,0,0
"14082","LOC122461361",7,523,0,26,6,8
"14083","LOC122461362",0,0,0,0,0,0
"14084","LOC122461363",0,0,0,0,0,0
"14085","LOC122461364",0,0,0,0,0,0
"14086","LOC122461365",0,0,0,0,0,0
"14087","LOC122461366",0,0,0,0,0,0
"14088","LOC122461368",0,0,0,0,0,0
"14089","LOC122461369",0,0,0,0,0,0
"14090","LOC122461370",0,0,0,0,0,0
"14091","LOC122461371",0,1,0,0,0,1
"14092","LOC122461372",0,0,0,0,0,0
"14093","LOC122461373",0,0,0,0,0,0
"14094","LOC122461374",0,0,0,0,0,0
"14095","LOC122461375",0,0,0,0,0,0
"14096","LOC122461376",0,0,0,0,0,0
"14097","LOC122461377",0,0,0,0,0,0
"14098","LOC122461378",0,0,0,0,0,0
"14099","LOC122461381",0,0,0,0,0,0
"14100","LOC122461382",0,0,0,0,0,0
"14101","LOC122461383",0,0,0,0,0,0
"14102","LOC122461384",0,0,0,0,0,0
"14103","LOC122461385",0,0,0,0,0,0
"14104","LOC122461386",0,0,0,0,0,0
"14105","LOC122461387",0,0,0,0,0,0
"14106","LOC122461388",0,0,0,0,0,0
"14107","LOC122461389",0,0,0,0,0,0
"14108","LOC122461390",0,0,0,0,0,0
"14109","LOC122461391",0,0,0,0,0,0
"14110","LOC122461392",0,0,0,0,0,0
"14111","LOC122461393",0,0,0,0,0,0
"14112","LOC122461394",0,0,0,0,0,0
"14113","LOC122461395",0,0,0,0,0,0
"14114","LOC122461396",0,0,0,0,0,0
"14115","LOC122461397",0,0,0,0,0,0
"14116","LOC122461398",0,0,0,0,0,0
"14117","LOC122461399",0,0,0,0,0,0
"14118","LOC122461400",0,0,0,0,0,0
"14119","LOC122461401",0,0,0,0,0,0
"14120","LOC122461402",0,0,0,0,0,0
"14121","LOC122461403",0,0,0,0,0,0
"14122","LOC122461404",0,0,0,0,0,0
"14123","LOC122461405",0,0,0,0,0,0
"14124","LOC122461406",0,33,0,0,0,1
"14125","LOC122461407",0,0,0,0,0,0
"14126","LOC122461408",0,0,0,0,0,0
"14127","LOC122461409",0,0,0,0,0,0
"14128","LOC122461410",0,0,0,0,0,0
"14129","LOC122461411",0,0,0,0,0,0
"14130","LOC122461412",0,0,0,0,0,0
"14131","LOC122461413",0,0,0,0,0,0
"14132","LOC122461414",0,0,0,0,0,0
"14133","LOC122461415",0,0,0,0,0,0
"14134","LOC122461416",0,0,0,0,0,0
"14135","LOC122461417",0,0,0,0,0,0
"14136","LOC122461418",0,0,0,0,0,0
"14137","LOC122461419",0,0,0,0,0,0
"14138","LOC122461420",0,0,0,0,0,0
"14139","LOC122461421",0,0,0,0,0,0
"14140","LOC122461422",0,0,0,0,0,0
"14141","LOC122461423",0,0,0,0,0,0
"14142","LOC122461424",0,0,0,0,0,0
"14143","LOC122461425",0,0,0,0,0,0
"14144","LOC122461426",0,0,0,0,0,0
"14145","LOC122461427",0,0,0,0,0,5
"14146","LOC122461428",0,12,0,0,0,0
"14147","LOC122461429",0,0,0,0,0,0
"14148","LOC122461430",0,0,0,0,0,0
"14149","LOC122461431",0,0,0,0,0,0
"14150","LOC122461432",0,0,0,0,0,0
"14151","LOC122461433",0,0,0,0,0,0
"14152","LOC122461434",0,0,0,0,0,0
"14153","LOC122461435",0,0,0,0,0,0
"14154","LOC122461436",0,0,0,0,0,0
"14155","LOC122461437",0,0,0,0,0,0
"14156","LOC122461438",0,0,0,0,0,0
"14157","LOC122461439",0,0,0,0,0,0
"14158","LOC122461440",0,0,0,0,0,0
"14159","LOC122461441",0,0,0,0,0,0
"14160","LOC122461442",0,0,0,0,0,0
"14161","LOC122461443",0,0,0,0,0,0
"14162","LOC122461444",0,0,0,0,0,0
"14163","LOC122461445",0,0,0,0,0,0
"14164","LOC122461446",0,0,0,0,0,0
"14165","LOC122461447",0,0,0,0,0,0
"14166","LOC122461448",0,0,0,0,0,0
"14167","LOC122461449",0,0,0,0,0,0
"14168","LOC122461450",0,0,0,0,0,0
"14169","LOC122461451",0,0,0,0,0,0
"14170","LOC122461452",0,0,0,0,0,0
"14171","LOC122461453",0,0,0,0,0,0
"14172","LOC122461454",0,0,0,0,0,0
"14173","LOC122461455",0,0,0,0,0,0
"14174","LOC122461456",0,112,0,0,0,0
"14175","LOC122461457",0,0,0,0,0,0
"14176","LOC122461458",0,0,0,0,0,0
"14177","LOC122461459",0,0,0,0,0,0
"14178","LOC122461460",0,0,0,0,0,0
"14179","LOC122461461",0,0,0,0,0,0
"14180","LOC122461462",0,0,0,0,0,0
"14181","LOC122461463",0,0,0,0,0,0
"14182","LOC122461464",0,0,0,0,0,0
"14183","LOC122461465",0,0,0,0,0,0
"14184","LOC122461466",0,0,0,0,0,0
"14185","LOC122461467",0,0,0,0,0,0
"14186","LOC122461468",0,0,0,0,0,0
"14187","LOC122461469",0,0,0,0,0,0
"14188","LOC122461470",0,0,0,0,0,0
"14189","LOC122461471",0,0,0,0,0,0
"14190","LOC122461472",0,0,0,0,0,0
"14191","LOC122461473",0,0,0,0,0,0
"14192","LOC122461474",0,0,0,0,0,0
"14193","LOC122461475",0,32,0,0,0,0
"14194","LOC122461476",0,0,0,0,0,0
"14195","LOC122461478",0,0,0,0,0,0
"14196","LOC122461479",0,0,0,0,0,0
"14197","LOC122461480",0,0,0,0,0,0
"14198","LOC122461481",0,0,0,0,0,0
"14199","LOC122461482",0,0,9,0,0,1
"14200","LOC122461483",0,0,0,0,0,0
"14201","LOC122461484",0,0,0,0,0,0
"14202","LOC122461485",0,0,0,0,0,0
"14203","LOC122461486",0,0,0,0,0,0
"14204","LOC122461487",0,0,0,0,0,0
"14205","LOC122461488",0,0,0,0,0,0
"14206","LOC122461489",0,0,0,0,0,0
"14207","LOC122461490",0,0,0,0,0,0
"14208","LOC122461491",0,0,0,0,0,0
"14209","LOC122461492",0,0,0,0,0,0
"14210","LOC122461493",0,0,0,0,0,0
"14211","LOC122461494",0,0,0,0,0,0
"14212","LOC122461495",0,0,0,0,0,0
"14213","LOC122461496",0,0,0,0,0,0
"14214","LOC122461497",0,0,0,0,0,0
"14215","LOC122461498",0,0,0,0,0,0
"14216","LOC122461499",0,0,0,0,0,0
"14217","LOC122461500",0,0,0,0,0,0
"14218","LOC122461501",0,0,0,0,0,0
"14219","LOC122461502",0,0,0,0,0,0
"14220","LOC122461503",0,0,0,0,0,0
"14221","LOC122461504",0,0,0,0,0,0
"14222","LOC122461505",0,0,0,0,0,0
"14223","LOC122461506",0,0,0,0,0,0
"14224","LOC122461507",0,0,0,0,0,0
"14225","LOC122461508",0,0,0,0,0,0
"14226","LOC122461509",0,0,0,0,0,0
"14227","LOC122461510",0,0,0,0,0,0
"14228","LOC122461511",0,0,0,0,0,0
"14229","LOC122461512",0,0,0,0,0,0
"14230","LOC122461513",0,0,0,0,0,0
"14231","LOC122461514",0,0,0,0,0,0
"14232","LOC122461515",0,0,0,0,0,0
"14233","LOC122461516",0,0,0,0,0,0
"14234","LOC122461517",0,0,0,0,0,0
"14235","LOC122461518",0,0,0,0,0,0
"14236","LOC122461519",0,0,0,0,0,0
"14237","LOC122461520",0,0,0,0,0,0
"14238","LOC122461521",0,0,0,0,0,0
"14239","LOC122461522",0,0,0,0,0,0
"14240","LOC122461523",0,0,0,0,0,0
"14241","LOC122461524",0,0,0,0,0,0
"14242","LOC122461525",0,0,0,0,0,0
"14243","LOC122461526",0,0,0,0,0,0
"14244","LOC122461527",0,0,0,0,0,0
"14245","LOC122461528",0,0,0,0,0,0
"14246","LOC122461529",0,0,0,0,0,0
"14247","LOC122461530",0,0,0,0,0,0
"14248","LOC122461531",0,0,0,0,0,0
"14249","LOC122461532",0,0,0,0,0,0
"14250","LOC122461533",0,0,0,0,0,0
"14251","LOC122461534",0,0,0,0,0,0
"14252","LOC122461535",0,0,0,0,0,0
"14253","LOC122461536",0,0,0,0,0,0
"14254","LOC122461537",0,0,0,0,0,0
"14255","LOC122461538",0,0,0,0,0,0
"14256","LOC122461539",0,0,0,0,0,0
"14257","LOC122461540",0,0,0,0,0,0
"14258","LOC122461541",0,0,0,0,0,0
"14259","LOC122461542",0,0,0,0,0,0
"14260","LOC122461543",0,0,0,0,0,0
"14261","LOC122461544",0,0,0,0,0,0
"14262","LOC122461546",0,0,0,0,0,0
"14263","LOC122461547",0,1,0,0,0,0
"14264","LOC122461548",0,0,0,0,0,0
"14265","LOC122461549",0,0,0,0,0,0
"14266","LOC122461550",0,0,0,0,0,0
"14267","LOC122461552",0,29,0,0,0,0
"14268","LOC122461553",0,126,0,0,0,0
"14269","LOC122461554",0,0,0,0,0,0
"14270","LOC122461555",0,69,0,0,0,0
"14271","LOC122461556",1,1,0,13,0,0
"14272","LOC122461557",0,0,0,0,0,0
"14273","LOC122461558",0,0,0,0,0,0
"14274","LOC122461559",0,0,0,0,0,0
"14275","LOC122461560",0,0,0,0,0,0
"14276","LOC122461561",0,0,0,0,0,0
"14277","LOC122461562",0,0,0,0,0,0
"14278","LOC122461563",0,0,0,0,0,0
"14279","LOC122461564",0,0,0,0,0,0
"14280","LOC122461565",0,0,0,0,0,0
"14281","LOC122461566",0,0,0,0,0,0
"14282","LOC122461567",0,0,0,0,0,0
"14283","LOC122461568",0,1,0,0,0,0
"14284","LOC122461569",0,0,0,0,0,0
"14285","LOC122461570",0,0,0,0,0,0
"14286","LOC122461571",0,0,0,0,0,0
"14287","LOC122461572",0,0,0,0,0,0
"14288","LOC122461573",0,0,0,0,0,0
"14289","LOC122461574",0,1,0,0,0,0
"14290","LOC122461575",0,0,0,0,0,0
"14291","LOC122461576",0,0,0,0,0,0
"14292","LOC122461577",0,0,0,0,0,0
"14293","LOC122461578",0,0,0,0,0,0
"14294","LOC122461579",0,0,0,0,0,0
"14295","LOC122461580",0,0,0,0,0,0
"14296","LOC122461581",0,0,0,0,0,0
"14297","LOC122461582",0,0,0,0,0,0
"14298","LOC122461583",0,0,0,0,0,0
"14299","LOC122461584",0,0,0,0,0,0
"14300","LOC122461585",0,1,0,0,0,0
"14301","LOC122461586",0,0,0,0,0,0
"14302","LOC122461587",0,0,0,0,0,0
"14303","LOC122461588",0,88,0,0,0,0
"14304","LOC122461589",0,0,0,0,0,0
"14305","LOC122461590",0,0,0,0,0,0
"14306","LOC122461591",0,0,0,0,0,0
"14307","LOC122461592",0,0,0,0,0,0
"14308","LOC122461593",0,0,0,0,0,0
"14309","LOC122461594",0,0,0,0,0,0
"14310","LOC122461595",0,0,0,0,0,0
"14311","LOC122461596",0,4,0,0,0,2
"14312","LOC122461597",0,0,0,0,0,0
"14313","LOC122461598",0,0,0,0,0,0
"14314","LOC122461599",0,55,0,0,0,0
"14315","LOC122461600",0,0,0,0,0,0
"14316","LOC122461601",0,0,0,0,0,0
"14317","LOC122461602",0,0,0,0,0,0
"14318","LOC122461603",0,0,0,0,0,0
